# OpenRGB detector identity index (name/bus/IDs only). Source revision 81bbe18a84c2e507006f19dd252e397e40a56bfe.
# OpenRGB is GPL-2.0-or-later (Adam Honse / contributors). Not a protocol dump.
# Regenerated by python3 scripts/agent-run.py fetch-openrgb-device-index
Name,Category,Type,RGBController,VID,PID,SVID,SPID
Cooler Master ARGB Gen 2 A1 V2,USB,USB,CoolerMasterARGBGen2A1,2516,01c9,,
Cooler Master ARGB Gen 2 A1 Mini,USB,USB,CoolerMasterARGBGen2A1,2516,01cb,,
Cooler Master Small ARGB,USB,USB,CoolerMasterSmallARGB,2516,1000,,
Cooler Master ARGB,USB,USB,CoolerMasterARGB,2516,1011,,
Glorious Model D / D- Wireless,USB,USB,GMOW_Dongle,258a,,,
Glorious Model O / O- Wireless,USB,USB,GMOW_Dongle,258a,,,
Everest GT-100 RGB,USB,USB,SinowealthMouse,258a,0029,,
Glorious Model D / D-,USB,USB,SinowealthMouse,258a,0033,,
Glorious Model O / O-,USB,USB,SinowealthMouse,258a,0036,,
Genesis Thor 300,USB,USB,SinowealthGenesisKeyboard,258a,0090,,
Sinowealth Keyboard,Keyboard,USB,SinowealthKeyboard10c,258a,010c,,
Genesis Xenon 200,USB,USB,GenesisXenon200,258a,1007,,
ZET Fury Pro,USB,USB,ZetFuryPro,258a,1007,,
ZET GAMING Edge Air Pro (Wireless),USB,USB,AresonControllers,25a7,fa3f,,
ZET GAMING Edge Air Pro,USB,USB,AresonControllers,25a7,fa40,,
ZET GAMING Edge Air Elit (Wireless),USB,USB,AresonControllers,25a7,fa48,,
ZET GAMING Edge Air Elit,USB,USB,AresonControllers,25a7,fa49,,
Redragon M914 NIX,USB,USB,AresonControllers,25a7,fa7b,,
Redragon M914 NIX (Wireless),USB,USB,AresonControllers,25a7,fa7c,,
Thermaltake Riing (PID 0x1FA5),USB,USB,ThermaltakeRiingControllers,264a,1fa5,,
Thermaltake Riing (PID 0x1FA6),USB,USB,ThermaltakeRiingControllers,264a,1fa6,,
Thermaltake Riing (PID 0x1FA7),USB,USB,ThermaltakeRiingControllers,264a,1fa7,,
Thermaltake Riing (PID 0x1FA8),USB,USB,ThermaltakeRiingControllers,264a,1fa8,,
Thermaltake Riing (PID 0x1FA9),USB,USB,ThermaltakeRiingControllers,264a,1fa9,,
Thermaltake Riing (PID 0x1FAA),USB,USB,ThermaltakeRiingControllers,264a,1faa,,
Thermaltake Riing (PID 0x1FAB),USB,USB,ThermaltakeRiingControllers,264a,1fab,,
Thermaltake Riing (PID 0x1FAC),USB,USB,ThermaltakeRiingControllers,264a,1fac,,
Thermaltake Riing (PID 0x1FAD),USB,USB,ThermaltakeRiingControllers,264a,1fad,,
Thermaltake Riing (PID 0x1FAE),USB,USB,ThermaltakeRiingControllers,264a,1fae,,
Thermaltake Riing (PID 0x1FAF),USB,USB,ThermaltakeRiingControllers,264a,1faf,,
Thermaltake Riing (PID 0x1FB0),USB,USB,ThermaltakeRiingControllers,264a,1fb0,,
Thermaltake Riing (PID 0x1FB1),USB,USB,ThermaltakeRiingControllers,264a,1fb1,,
Thermaltake Riing (PID 0x1FB2),USB,USB,ThermaltakeRiingControllers,264a,1fb2,,
Thermaltake Riing (PID 0x1FB3),USB,USB,ThermaltakeRiingControllers,264a,1fb3,,
Thermaltake Riing (PID 0x1FB4),USB,USB,ThermaltakeRiingControllers,264a,1fb4,,
Thermaltake Riing (PID 0x1FB5),USB,USB,ThermaltakeRiingControllers,264a,1fb5,,
Thermaltake Riing Trio (PID 0x2135),USB,USB,ThermaltakeRiingTrioControllers,264a,2135,,
Thermaltake Riing Trio (PID 0x2136),USB,USB,ThermaltakeRiingTrioControllers,264a,2136,,
Thermaltake Riing Trio (PID 0x2137),USB,USB,ThermaltakeRiingTrioControllers,264a,2137,,
Thermaltake Riing Trio (PID 0x2138),USB,USB,ThermaltakeRiingTrioControllers,264a,2138,,
Thermaltake Riing Trio (PID 0x2139),USB,USB,ThermaltakeRiingTrioControllers,264a,2139,,
Thermaltake Riing Trio (PID 0x213A),USB,USB,ThermaltakeRiingTrioControllers,264a,213a,,
Thermaltake Riing Trio (PID 0x213B),USB,USB,ThermaltakeRiingTrioControllers,264a,213b,,
Thermaltake Riing Trio (PID 0x213C),USB,USB,ThermaltakeRiingTrioControllers,264a,213c,,
Thermaltake Riing Trio (PID 0x213D),USB,USB,ThermaltakeRiingTrioControllers,264a,213d,,
Thermaltake Riing Trio (PID 0x213E),USB,USB,ThermaltakeRiingTrioControllers,264a,213e,,
Thermaltake Riing Trio (PID 0x213F),USB,USB,ThermaltakeRiingTrioControllers,264a,213f,,
Thermaltake Riing Trio (PID 0x2141),USB,USB,ThermaltakeRiingTrioControllers,264a,2141,,
Thermaltake Riing Trio (PID 0x2142),USB,USB,ThermaltakeRiingTrioControllers,264a,2142,,
Thermaltake Riing Trio (PID 0x2143),USB,USB,ThermaltakeRiingTrioControllers,264a,2143,,
Thermaltake Riing Trio (PID 0x2144),USB,USB,ThermaltakeRiingTrioControllers,264a,2144,,
Thermaltake Riing Trio (PID 0x2145),USB,USB,ThermaltakeRiingTrioControllers,264a,2145,,
Thermaltake Riing Quad (PID 0x2260),USB,USB,ThermaltakeRiingQuadControllers,264a,2260,,
Thermaltake Riing Quad (PID 0x2261),USB,USB,ThermaltakeRiingQuadControllers,264a,2261,,
Thermaltake Riing Quad (PID 0x2262),USB,USB,ThermaltakeRiingQuadControllers,264a,2262,,
Thermaltake Riing Quad (PID 0x2263),USB,USB,ThermaltakeRiingQuadControllers,264a,2263,,
Thermaltake Riing Quad (PID 0x2264),USB,USB,ThermaltakeRiingQuadControllers,264a,2264,,
Thermaltake Riing Quad (PID 0x2265),USB,USB,ThermaltakeRiingQuadControllers,264a,2265,,
Thermaltake Riing Quad (PID 0x2266),USB,USB,ThermaltakeRiingQuadControllers,264a,2266,,
Thermaltake Riing Quad (PID 0x2267),USB,USB,ThermaltakeRiingQuadControllers,264a,2267,,
Thermaltake Riing Quad (PID 0x2268),USB,USB,ThermaltakeRiingQuadControllers,264a,2268,,
Thermaltake Riing Quad (PID 0x2269),USB,USB,ThermaltakeRiingQuadControllers,264a,2269,,
Thermaltake Riing Quad (PID 0x226A),USB,USB,ThermaltakeRiingQuadControllers,264a,226a,,
Thermaltake Riing Quad (PID 0x226B),USB,USB,ThermaltakeRiingQuadControllers,264a,226b,,
Thermaltake Riing Quad (PID 0x226C),USB,USB,ThermaltakeRiingQuadControllers,264a,226c,,
Thermaltake Riing Quad (PID 0x226D),USB,USB,ThermaltakeRiingQuadControllers,264a,226d,,
Thermaltake Riing Quad (PID 0x226E),USB,USB,ThermaltakeRiingQuadControllers,264a,226e,,
Thermaltake Riing Quad (PID 0x226F),USB,USB,ThermaltakeRiingQuadControllers,264a,226f,,
Thermaltake Riing Quad (PID 0x2270),USB,USB,ThermaltakeRiingQuadControllers,264a,2270,,
Thermaltake Riing Quad (PID 0x232B),USB,USB,ThermaltakeRiingQuadControllers,264a,232b,,
Thermaltake Poseidon Z RGB,USB,USB,PoseidonZRGBControllers,264a,3006,,
ASRock Polychrome USB,USB,USB,PolychromeUSBControllers,26ce,01a2,,
ASRock Deskmini Addressable LED Strip,USB,USB,PolychromeUSBControllers,26ce,01a6,,
ThingM blink(1) mk2,USB,USB,ThingMBlink,27b8,01ed,,
Edifier Halo Pixelbar,USB,USB,EdifierHaloControllers,2d99,a106,,
Raspberry Pi 500+,USB,USB,QMKVialRGBControllers,2e8a,0011,,
ZET Blade Optical,USB,USB,ZETBladeOptical,2ea8,2125,,
Fnatic Streak,USB,USB,FnaticStreakKeyboard,2f0e,0101,,
Fnatic miniStreak,USB,USB,FnaticStreakKeyboard,2f0e,0102,,
Fnatic Streak65,USB,USB,FnaticStreakKeyboard,2f0e,0105,,
GaiZhongGai 68+4 PRO,USB,USB,GaiZhongGaiKeyboardControllers,3061,4700,,
GaiZhongGai 42 PRO,USB,USB,GaiZhongGaiKeyboardControllers,3061,4701,,
GaiZhongGai LightBoard,USB,USB,GaiZhongGaiKeyboardControllers,3061,4710,,
GaiZhongGai RGB HUB Green,USB,USB,GaiZhongGaiKeyboardControllers,3061,4711,,
GaiZhongGai RGB HUB Blue,USB,USB,GaiZhongGaiKeyboardControllers,3061,4712,,
Nollie 32CH,USB,USB,NollieControllers,3061,4714,,
Nollie 16CH,USB,USB,NollieControllers,3061,4716,,
GaiZhongGai Dial,USB,USB,GaiZhongGaiKeyboardControllers,3061,4720,,
GaiZhongGai 17+4+Touch PRO,USB,USB,GaiZhongGaiKeyboardControllers,3061,4770,,
GaiZhongGai 17 PRO,USB,USB,GaiZhongGaiKeyboardControllers,3061,4771,,
GaiZhongGai 20 PRO,USB,USB,GaiZhongGaiKeyboardControllers,3061,4772,,
Advanced GTA 250 USB Gaming Mouse,USB,USB,InstantMouseControllers,30fa,1030,,
AntEsports GM600 USB Gaming Mouse,USB,USB,InstantMouseControllers,30fa,1040,,
Anko KM43243952 USB Gaming Mouse,USB,USB,InstantMouseControllers,30fa,1440,,
Anko KM43277483 USB Gaming Mouse,USB,USB,InstantMouseControllers,30fa,1540,,
Akko 3068B Plus,USB,USB,RoyuanAkkoKeyboardControllers,3151,4003,,
Epomaker TH80 Pro (USB Cable),USB,USB,RoyuanLegacyKeyboardControllers,3151,4010,,
Epomaker TH80 Pro (USB Dongle),USB,USB,RoyuanLegacyKeyboardControllers,3151,4011,,
Attack Shark K86 (USB Cable),USB,USB,RoyuanLegacyKeyboardControllers,3151,4015,,
Skyloong GK68HE Pro,USB,USB,RoyuanGK68HEProKeyboardControllers,3151,5029,,
EVision Keyboard 320F:5000,Keyboard,USB,EVisionKeyboards,320f,5000,,
EVision Keyboard 320F:502A,Keyboard,USB,EVisionKeyboards,320f,502a,,
EVision Keyboard 320F:5041,Keyboard,USB,EVisionV2Keyboards,320f,5041,,
EVision Keyboard 320F:505B,Keyboard,USB,EVisionKeyboards,320f,505b,,
EVision Keyboard 320F:5064,Keyboard,USB,EVisionKeyboards,320f,5064,,
EVision Keyboard 320F:5078,Keyboard,USB,EVisionKeyboards,320f,5078,,
EVision Keyboard 320F:5084,Keyboard,USB,EVisionKeyboards,320f,5084,,
Mountain Everest,USB,USB,MountainKeyboardControllers,3282,0001,,
Mountain Everest 60,USB,USB,Mountain60KeyboardControllers,3282,0005,,
Mountain Everest 60,USB,USB,Mountain60KeyboardControllers,3282,0006,,
Endorfy Omnis,USB,USB,EndorfyKeyboards,3299,0012,,
Anne Pro 2,USB,USB,AnnePro2Controllers,3311,a297,,
HYTE Keeb TKL,USB,USB,HYTEKeyboard,3402,0300,,
Keychron RGB QMK/ZMK Keyboard,Keyboard,USB,QMKKeychronControllers,3434,any,,
GameSir Nova 2 Lite,USB,USB,GameSirControllers,3537,100f,,
EVGA X20 USB Receiver,USB,USB,WirelessEVGAMouse,3842,2402,,
EVGA X20 Gaming Mouse,USB,USB,WiredEVGAMouse,3842,2420,,
EVGA X12 Gaming Mouse,USB,USB,EVGAX12,3842,2422,,
EVGA Z15 Keyboard,Keyboard,USB,EVGAKeyboardControllers,3842,2608,,
EVGA Z20 Keyboard,Keyboard,USB,EVGAKeyboardControllers,3842,260a,,
EVGA Z15 Keyboard,Keyboard,USB,EVGAKeyboardControllers,3842,260e,,
EVGA Z20 Keyboard,Keyboard,USB,EVGAKeyboardControllers,3842,2610,,
AOC AGON AMM700,USB,USB,AOCMousematControllers,3938,1162,,
AOC GK500,USB,USB,AOCKeyboardControllers,3938,1178,,
AOC GM500,USB,USB,AOCMouseControllers,3938,1179,,
AOC GK500,USB,USB,AOCKeyboardControllers,3938,1229,,
N5312A USB Optical Mouse,USB,USB,N5312AControllers,4e53,5406,,
SayoDevice E1,USB,USB,SayoDeviceController,8089,0007,,
